No.,チャンネル名,所属,登録者数,最終投稿日,ゲーム動画率,日本語率,主なジャンル,自動判定,あなたの判定,チャンネルURL,直近タイトル例
2162,【DQW】楽しいけど課金やめたいさん,,813,2026-08-29,0.0,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UClxlyFtjpOpHVMzEsxAJGNA,【ドラクエウォーク】魔犬レオパルド！現環境の勇者のつるぎを使うとインフレを感じますね♪
2163,ろりちゃん,,809,2026-08-27,0.0,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCNLYjI2OgcZ05QVJsLTku3Q,ろりちゃんの泥沼キングダムハーツ２　#15
2164,ラジオNY,,798,2026-08-29,0.53,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UC_fN3DcFcyCAgvu3k_1lvZw,初見ではじめる怪盗生活[ペルソナ5]#38
2165,あろちゃん,,793,2026-08-09,1.0,1.0,アドベンチャー,外す（登録者が少ない）,,https://www.youtube.com/channel/UCrOqBrGnAe7u3d8kSY5HNeg,【#4】バイオ最新作💎つづきから👼🏻🪽完全初見プレイ【BIOHAZARD requiem/steam】
2166,塩木数奇(しおぎすき) - 丁寧に解説する将棋実況,,792,2026-09-07,0.0,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCMvd3b3EyFX0_0I0eHVQJOQ,【配信者新星戦】定跡派居飛車党の五段です！見に来てね！【将棋ウォーズ】
2167,宇佐美犬斗,,789,2026-08-29,0.45,1.0,アドベンチャー,外す（登録者が少ない）,,https://www.youtube.com/channel/UC-30SDxr1xleqUe3_ztr16Q,【朝枠/雑談#41】日曜日の朝から起きれてえらい配信（8/30）【猫酪真珠】
2168,ちんほーまる,,787,2026-08-29,0.83,1.0,RPG,外す（登録者が少ない）,,https://www.youtube.com/channel/UCImw-pUwB2nUJZHKg9DOyqg,【ルーンファクトリー３SP】いい加減彼女作りたいと思います。#ルーンファクトリー３
2169,山城絢奈 Yamashiro Ayana @RMU,,786,2026-08-24,0.0,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCBuH4ODiMJb-UMQgfFUOdUw,【雀魂雑談配信】新人麻雀プロ、リーグ戦のご報告
2170,世楽ライラ / Sela Layla,,786,2026-08-30,0.31,1.0,パズル,外す（登録者が少ない）,,https://www.youtube.com/channel/UCvcKPzCb0BadFTFx_4ud_Rg,【VTuber】#7 サイレントヒル f｜静寂と狂気の境界へ【初見プレイ】※ネタバレあり
2171,わふくのファミコン馬鹿一代,,782,2026-08-28,0.0,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UChT-hcejm_K-VijeQviL-FQ,#1【FC】じゃじゃ丸の大冒険｜初見プレイ！さくら姫を救い出せ！【ジャレコ】
2172,夜渡りぺんぎんch / ゲーム実況,,777,2026-08-30,1.0,1.0,RPG,外す（登録者が少ない）,,https://www.youtube.com/channel/UCifbNNpIIufDpXCNwvL8Gdg,【ナイトレイン】全部知ってたら神!? 今更絶対に聞けない「坑道」のあれこれ真剣に解説してみた【ELDEN RING NI
2173,ズーマー【ホロライブ切り抜き】,,776,2026-08-31,0.0,0.0,,外す（切り抜き）,,https://www.youtube.com/channel/UC5t3KqP5Qwx9ifaFDMRDteQ,
2174,ゼネルスタジオ!!,,772,2026-08-25,0.89,1.0,シューター,外す（登録者が少ない）,,https://www.youtube.com/channel/UCSe78TxCfwiwxuDnLLp_yJw,【スト6】⚡ランク配信⚡大会に向けてミスを減らしつつ高みを目指す!!!!【初見さん大歓迎】
2175,ななしch(スカッシュ)@年内1000人,,771,2026-09-04,0.11,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCogDEQalnmMFXcVHEWwMZLw,【ゆっくり実況】ナフサ不足な世界でネザー探索【ナフサ不足クラフトpart2】
2176,がむのゲーム実況チャンネル,,767,2026-09-01,0.64,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCm3VnkIXToC9S9mJq3XpcZw,【マイクラ】ゲーム初心者のVtuberボコボコにしばいた【ほぼ雑談回】
2177,やまぞー,,761,2026-09-06,0.0,0.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UC5S2nfCPpNAHEn0MywwBP2A,
2178,MKくりす,,753,2026-08-28,1.0,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UC6p-3MNIQrDjUbtvbnMJgLQ,【VS用/全周回30コース】ショートカット(NISC込み)・レール処理集【マリオカートワールド】
2179,アキナさんだー,,753,2026-08-28,0.0,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCJBlngzf9K6COgHn87t2exw,【先端恐怖症】この看護師何かがおかしい...
2180,布団ちゃんの特濃スープ,,752,2026-09-08,0.0,0.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCpEnnh9aTxdI1_W8moz5Daw,
2181,まっちゃどうふちゃんねる,,750,2026-09-03,1.0,1.0,シューター,外す（登録者が少ない）,,https://www.youtube.com/channel/UC_ZiPYJhkQi83xqdZnNNt2Q,【参加不可】極み滑り込みチャレンジ！あと4日で行けるかやってみる！【deltaforce】
2182,神無月白夜,,748,2026-08-29,0.0,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCHwNMAQH0OFaqlxn4BpBzHQ,愛言葉Ⅳ／神無月白夜【誕生日に歌ってみた】
2183,KN_少年,,747,2026-08-28,1.0,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCFgHci5pWo6RwXxHKtUN7Tw,tekken8鉄拳8　筋トレ三日目
2184,たんこび🍙,,747,2026-09-03,1.0,1.0,シューター,外す（登録者が少ない）,,https://www.youtube.com/channel/UCbdX39_z3jUILb3Fhxgd0kw,【BACKROOMS】完全初見！何もわからない凹凸コンビ、るぅしぃさんと脱出できるのか！？😂🚪#BACKROOMS #バ
2185,ホロのおもひで【ホロライブ切り抜き】,,742,2026-08-28,0.0,0.0,,外す（切り抜き）,,https://www.youtube.com/channel/UCsNcaXBGARpPNRlx7hnVI-w,
2186,ゆいママ&ゆうくん,,736,2026-08-29,0.21,1.0,パズル,外す（登録者が少ない）,,https://www.youtube.com/channel/UC_fmVy31apNRORtsjRQufHA,【Time for Bed 夜ふかしの悪夢】お母さんにバレずにゲーム＆寝たふり？！※鼓膜注意【ゆいママ】
2187,淡路サキちゃんねる【完全個人勢VTuber】,,730,2026-08-30,0.4,1.0,シューター,外す（登録者が少ない）,,https://www.youtube.com/channel/UCIXlVElZNTPRS_VXRp-0Omw,【飲み雑談】第16弾・今月も初ゲスト登場っ！3人で秋に向けて楽しく飲み語りっ♪【Twitch同時配信】 #vtuber 
2188,ぐるぐるぐる子 / Guruguruguruko Ch.,,724,2026-08-29,0.15,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCvzBMDiYyq0ozg1Lhil8wBA,【謎解き / コトバポイポイ】ひらめくの得意？力を貸してほしいの！！※ネタバレ注意【新人VTuber #ぐるぐるぐる子】
2189,トゥーヨッシー,,723,2026-09-01,0.08,0.92,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCRJ9NLeY0ZOGgcQzdSiyCjg,#トゥーヨッシー　フリーチャット
2190,るきる,,718,2026-08-29,0.3,1.0,シューター,外す（登録者が少ない）,,https://www.youtube.com/channel/UCiGH-qjm6oFThQbz0XQH_4Q,【メガニケ配信】参加型協同作戦！指揮官かもぉおおおおんん！【新人Vtuber】
2191,COLK エンタメチャンネル,,715,2026-08-27,0.0,0.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCL-zEg7Lc4Gxv25M46Sxb6A,
2192,【将棋】筋違い角中心チャンネル,,714,2026-08-28,0.0,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCc2-rZpMpsGo1v2ti33KiGA,筋違い角四間飛車、6筋からの強襲をどう受ける？｜将棋ウォーズ実戦
2193,あぽべる,,711,2026-08-29,0.5,1.0,RPG,外す（登録者が少ない）,,https://www.youtube.com/channel/UCSiVRJdlvmI-kuevRrstcfg,まだ覚えられるスキルあったんだ…【GNOSIA】#45
2194,よひとゲーム,,710,2026-08-31,0.0,0.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCqmGEgGXf000s819HLs5_MQ,
2195,ナナイロからす -君と作る物語-,,707,2026-08-28,0.14,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCWFYUZberqUJsKVbLmqyN7w,生涯旅するマインクラフト シーズン3 vol.01
2196,Dolphin【ゲーム実況・レビュー】,,707,2026-09-04,0.32,1.0,シミュレーション,外す（登録者が少ない）,,https://www.youtube.com/channel/UCk7gfLWovdXfB4DPX1giSOg,【実況】デスゲームの報告書から参加者の死因を特定する。そして謎を解明する。#後編【PC(Steam)】
2197,兎月ふぅな,,706,2026-08-29,0.75,1.0,ストラテジー,外す（登録者が少ない）,,https://www.youtube.com/channel/UCJKRXDnPnKtDAqmJ6rNS8Cg,【歌枠】ボカロ多めで歌うたってくよー！！🎤【個人勢vtuber/兎月ふぅな】
2198,浅野の夏休み,,698,2026-08-20,0.43,1.0,RPG,外す（登録者が少ない）,,https://www.youtube.com/channel/UCq9NvtafitmBDJkvmBjJf0Q,無人島に持っていく30曲
2199,卯佐うめゲームch,,696,2026-09-06,0.56,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCvH9DEIF_1WdN2IY-U6U-Yw,【#ゼンゼロ】完全初見！乗り遅れた水着と夏！残るはキャンプファイア！「夏を追う波、折しも到来」後編！【#Vtuber】【
2200,キーチュ,,696,2026-09-10,0.5,1.0,ストラテジー,外す（登録者が少ない）,,https://www.youtube.com/channel/UCoqsMi4BxnqU2LP_zeybKQg,【縦型配信】【1時間半限定】[リズム天国ミラクルスターズ生配信]No.11 ステージ9があるの!?おじいちゃんのリズム感
2201,黒鬼 / kuro oni ch. 流浪の半人半鬼,,693,2026-08-29,0.93,1.0,RPG,外す（登録者が少ない）,,https://www.youtube.com/channel/UC621CHZKoS9xtV5dCFm6MOA,【 FF14 】皆が何かしてるのを横目に首をかしげる新人ヒカセンの25日目 参加型『蒼天幕間編』#新人Vtuber #初
2202,ぱせり鯖,,689,2026-08-16,0.94,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCqM14Dr8nEnB7p5revSNNTA,参加型荒らされました。誰か助けて､､､【マイクラ参加型】
2203,ぷらとーのパワプロch,,686,2026-09-08,1.0,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UClTSgBY5owFJpmOnE0d8l0A,サクセスキャラ10人をペナントで戦わせた結果とんでもない成績を残すキャラが現れました... #パワプロ #パワプロ202
2204,義理ブラザーズ,,684,2026-08-29,1.0,1.0,ストラテジー,外す（登録者が少ない）,,https://www.youtube.com/channel/UC2ufeJxM8BqK31QNzlxyHAg,【にゃんこ大戦争】#85　地獄が始まった　初めてにゃんこ大戦争やってみる。　無課金攻略
2205,極めっぞチャンネル,,684,2026-08-26,0.65,1.0,アドベンチャー,外す（登録者が少ない）,,https://www.youtube.com/channel/UCMWEkOaFCgg7HsBpKzFI7qg,【あたすろGGKもどき】飯を食ったら出てってくれ！！【 #partyclub   】
2206,コウさんらしい,,681,2026-08-13,0.47,1.0,アドベンチャー,外す（登録者が少ない）,,https://www.youtube.com/channel/UCc7bfVluh3AON1k5qmVIsDw,フリーホラゲー「ホノボノ」の再現ミニゲームに参加してみた。
2207,くろひつじ@生贄系V,,679,2026-09-07,0.05,1.0,RPG,外す（登録者が少ない）,,https://www.youtube.com/channel/UCuYuqis9UGXkreLrS66C7sg,【ゴッドフィールド】暇を持て余した神々の遊び34【#くろひつじとーく】
2208,あらくれもの,,675,2026-08-30,0.91,1.0,アドベンチャー,外す（登録者が少ない）,,https://www.youtube.com/channel/UCrMNjyN6gI_QCQVu3MEhD6g,【スマブラSP】#107 エンジョイ勢集合の大乱闘やっていきたい！！一応〈参加型〉配信な、新あらくれバスターズ※ルール読
2209,慎一3,,674,2026-08-21,1.0,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UC6VVEEyOISTk3WtERvQAQ4g,【パワプロ】２年で戦力外？最弱キャラの「二上」を育成してみた結果。。。
2210,RACにょき,,672,2026-08-29,1.0,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCZFjVHBH1_ikf2QR5CJ5WyA,スイフトで野良1000人と会話旅。【VALORANT】
2211,Rygia Games,,670,2026-09-03,0.0,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCHzmAEtDSnC8NrlLMYEhWng,【Gジェネエターナル】ハフバ直前の大爆死ガシャ！？「歯ぁ食いしばれ！爆死させてやる！」限定URゼータ復刻ピックアップガシ
2212,軟水,,670,2026-09-07,0.0,0.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UC8SgsxB1o4eKLGLKiLCn17Q,
2213,駄ヶ志家せんべい,,668,2026-08-31,0.17,1.0,シューター,外す（登録者が少ない）,,https://www.youtube.com/channel/UCHMpjaHLfNn-1yXZ83ZHgGw,優等中はマジメに乗ってください 【wot】 ps4 ps5 xbox #wotmajp #wotコンソール
2214,F9suke / ふくすけ  - 渋声ゲーム配信 -,,667,2026-08-29,0.71,1.0,アドベンチャー,外す（登録者が少ない）,,https://www.youtube.com/channel/UCn0WGukvkyhKdwey33ehRpw,【Machine Party】「Buckshot Roulette」の作者がおくる、『素敵な』パーティーゲームを皆で遊ぶ
2215,takumin,,663,2026-08-28,0.38,1.0,アドベンチャー,外す（登録者が少ない）,,https://www.youtube.com/channel/UCVL4T16UXrZeCIJeo1tSx5Q,コッソリゼルダの伝説 Breath of the WILD
2216,薬味わさび,,661,2026-09-01,0.27,1.0,パズル,外す（登録者が少ない）,,https://www.youtube.com/channel/UCs8TwTsi99l-hp9FMYAY_cQ,【番外編①ヨッシーアイランド】コウノトリに変わって赤ちゃんマリオを私が頑張って親元に届けちゃう！
2217,新じゃがGAMES【じゃがコロ】,,656,2026-09-05,0.08,1.0,アクション（横スクロール）,外す（登録者が少ない）,,https://www.youtube.com/channel/UCyiBkUn-i3yiKMds0xnwzgQ,深海でスフィン・クイズ発見!!!!ここに来た理由はなんと…。(マリオオデッセイ#64)
2218,もりちゃん,,655,2026-08-30,0.95,1.0,シューター,外す（登録者が少ない）,,https://www.youtube.com/channel/UC1GQPssts-AZfT4BULvbtyA,【スト６】今日から本気アレックスでマスター狙う１日目
2219,たけむらのやさしいゲーム実況,,654,2026-08-28,1.0,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UC0soQm90Wrwyd6RFwj-iLiw,#15【チャプター5】アズゴアさんがこんなことをするなんて…【DELTARUNE考察初見実況】
2220,はたお,,653,2026-08-27,0.08,1.0,格闘,外す（登録者が少ない）,,https://www.youtube.com/channel/UCxwiP127N3CIZyiNvBz-Y4w,【ヴァンガード】エスタシオン “華馳弩樹” 【デッキ解説】
2221,にゃんこ大好きch,,653,2026-09-09,0.0,0.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCl-w1kcR_JzR6PoHX3iIJdA,
2222,たんばやっす,,651,2026-08-31,0.14,1.0,音ゲー,外す（登録者が少ない）,,https://www.youtube.com/channel/UCg-G_rzenS31zz6tb64TWig,【魔女の家】 魔女の家 Any% True Ending RTA 世界2位更新を目指す
2223,めんたいたまご,,646,2026-08-30,0.0,0.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UCQPU4tidArhjskX2-AZUCEQ,
2224,天城まいと ,,640,2026-09-03,0.5,1.0,シミュレーション,外す（登録者が少ない）,,https://www.youtube.com/channel/UCNaz_j6C48Imyx5IJrO9F9g,【machine party】過去一面白いパーティゲームがあったのでコラボします 【ライブ配信】
2225,夕凪 メロン,,639,2026-08-30,0.38,1.0,アーケード,外す（登録者が少ない）,,https://www.youtube.com/channel/UCVHa4WoHsIIOYj2WtGy0iQw,【Invisigun Reloaded】視聴者参加型インビジガン(どなたでも) #44【夕凪メロン/Vtuber】
2226,大森ごはん,,637,2026-08-27,0.0,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UC2-pKoULIW4vWOk0zDqWPiA,【ライブ配信】仕事終わりにVモンキー！配信実践！
2227,超勇者配信,,628,2026-08-28,0.91,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UC2hXkGrdYGaxyLc-nfAPFBA,【スト6】おはようスト6 #581  [Street Fighter 6](2026/08/28)【リュウ】
2228,ユリカケ Yurikake,,625,2026-08-27,0.79,1.0,アドベンチャー,外す（登録者が少ない）,,https://www.youtube.com/channel/UCs8etaUxsbqH46fwokeRwvg,シリーズ最高傑作と呼ばれる恐怖と感動のお宝集め【PIKMIN２】＃２０
2229,IQ200の蹂躙APEX,,625,2026-08-21,0.71,1.0,シューター,外す（登録者が少ない）,,https://www.youtube.com/channel/UCZq0UOHYeNBxSCU9EflHJrw,【総合2位】初戦チャンピオンから順当にポイントを重ねるもその途中でプチ喧嘩が起こってしまうYukaF達www【Apex/
2230,sedowasabi,,624,2026-08-27,0.4,1.0,アドベンチャー,外す（登録者が少ない）,,https://www.youtube.com/channel/UCaSypo_WcwLLGT1656nod4A,【パラノーマルストリーミング】フリーホラゲは最終的に村に行きがち
2231,k1nokyo /きのきょ,,624,2026-08-29,1.0,1.0,ストラテジー,外す（登録者が少ない）,,https://www.youtube.com/channel/UCSY65O6wJDKDQIngjj0xdwQ,またなんかやっちゃいました？【HER TREES : THE PUZZLE HOUSE】
2232,To-ru ch.七色トオル,,621,2026-08-28,0.58,1.0,,外す（登録者が少ない）,,https://www.youtube.com/channel/UC4JzfHR4pY7RpJe6-v-Zgpg,初めてのスタデ開封！絶対にオリパに手を出してはいけない理由お見せします！！！＃ポケモンカード　＃ポケカ #スタデ100　
2233,パティシエさしっぺのゲーム工房,,616,2026-08-24,0.58,1.0,RPG,外す（登録者が少ない）,,https://www.youtube.com/channel/UCYNF11J6Iufi2g3SdaEg46Q,#1【Dinkum｜steam版】シーズン２！新たな島で開拓スタート！
2234,あさひ,,616,2026-08-29,1.0,1.0,アドベンチャー,外す（登録者が少ない）,,https://www.youtube.com/channel/UC1ESv8miZ0VuljFrJ-YfaNQ,【コラボ配信】2026年最後の納涼！コラボで協力してホラゲー実況！【BACKROOMS:ESCAPE TOGETHER】
